,Latitude,Longitude,Company,Facility,Facility ID,Address,City,County,State,Zip
1,45.0205,-92.4631,ANDERSEN CORP,ANDERSEN CORP,55003NDRSNFOOTO,100 4TH AVE N,BAYPORT,WASHINGTON,MN,55003
2,45.0149,-92.4643,XCEL ENERGY,XCEL ENERGY A S KING GENERATING PLANT,55003SKNGG1103K,1103 KING RD,BAYPORT,WASHINGTON,MN,55003
3,45.3407,-93.1309,WATER WORKS MANUFACTURING,CAMBRIDGE METALS and PLASTICS,55008CMBRD500SC,500 S CLEVELAND,CAMBRIDGE,ISANTI,MN,55008
4,45.3345,-93.1312,,CANADIAN HARVEST USA,55008CNDNH1001S,1001 S CLEVELAND ST,CAMBRIDGE,ISANTI,MN,55008
6,45.3451,-93.1255,,ARROW TANK and ENGINEERING CO,55008RRWTN650NO,650 N EMERSON,CAMBRIDGE,ISANTI,MN,55008
7,45.3416,-93.1258,TEAM INDUSTRIES,TEAM INDUSTRIES-CAMBRIDGE,55008TMNDS625SE,625 SECOND AVE SE,CAMBRIDGE,ISANTI,MN,55008
8,44.311,-92.5411,HENKEL CORP,BERGQUIST CO,55009BRGQS301WA,301 WASHINGTON ST W,CANNON FALLS,GOODHUE,MN,55009
9,44.3106,-92.5413,CANNON EQUIPMENT CO,CANNON EQUIPMENT MIDWEST,55009CNNNQ324WW,324 W WASHINGTON ST,CANNON FALLS,GOODHUE,MN,55009
10,44.3114,-92.5418,GEMINI INC,GEMINI - CANNON FALLS,55009GMNNC103ME,103 MENSING WAY,CANNON FALLS,GOODHUE,MN,55009
11,44.3108,-92.5403,,AMESBURY GROUP INC,55009MSBRY105WA,105 WASHINGTON ST,CANNON FALLS,GOODHUE,MN,550090456
14,44.4736,-92.54,TYR ENERGY LLC,LSP - COTTAGE GROVE LP,55016LSPCT95251,9525 105TH ST CT S,COTTAGE GROVE,WASHINGTON,MN,55016
15,44.4719,-92.5415,3M CO,3M COTTAGE GROVE CENTER,55016MCHMLHIGHW,10746 INNOVATION RD,COTTAGE GROVE,WASHINGTON,MN,55016
17,44.174,-93.155,,BEATRICE CHEESE INC,55021BTRCC222NE,222 NE 3RD ST,FARIBAULT,RICE,MN,55021
18,44.1736,-93.1736,CROWN HOLDINGS INC,CROWN AEROSOL PACKAGING,55021CRWNCPOBOX,4TH ST and PARK AVE,FARIBAULT,RICE,MN,55021
20,44.1728,-93.1602,HORMEL FOODS CORP,JENNIE-O TURKEY STORE INC,55021JRMFD1116N,1116 NW 4TH AVE NW,FARIBAULT,RICE,MN,55021
21,44.1929,-93.175,,NORTHERN TOOL and EQUIPMENT,55021KBRND2050A,2050 AIRTECH RD,FARIBAULT,RICE,MN,55021
22,44.1739,-93.1619,K and G MANUFACTURING CO,K and G MANUFACTURING CO,55021KGMNF226PA,226 PARK AVE NW,FARIBAULT,RICE,MN,55021
23,44.193,-93.183,,PROTIENT INC,55021LNDLK1612N,1612 NW 7TH ST,FARIBAULT,RICE,MN,55021
25,44.1859,-93.1624,DAIKIN AMERICA INC,DAIKIN APPLIED,55021SNYDR30024,300 24TH ST NW,FARIBAULT,RICE,MN,55021
26,44.3832,-93.1025,,DUO PLASTICS INC,55024DPLST5119W,5119 W 212TH ST,FARMINGTON,DAKOTA,MN,55024
27,44.3842,-93.1005,VALMONT INDUSTRIES INC,VALMONT INDUSTRIES INC,55024LXNGT20805,20805 EATON AVE,FARMINGTON,DAKOTA,MN,55024
28,44.3836,-93.0834,DAIRY FARMERS OF AMERICA INC,KEMPS LLC,55024MRGLD15FOU,15 - 4TH ST,FARMINGTON,DAKOTA,MN,55024
32,44.4419,-92.505,,CONAGRA FOODS GRAIN PROCESSING CO,55033CNGRF2005V,1 KING MIDAS PARK,HASTINGS,DAKOTA,MN,55033
33,44.4309,-92.5042,,CURTIS ELECTRONICS CORP,55033CRTSL700SP,700 SPIRAL BLVD,HASTINGS,DAKOTA,MN,55033
34,44.4441,-92.5009,,INTEK PLASTICS INC,55033MSTRN1000S,1000 SPIRIAL BLVD,HASTINGS,DAKOTA,MN,550332299
35,44.4405,-92.5025,,INTEK PLASTICS INC,55033NTKWT800EA,800 E 10TH ST,HASTINGS,DAKOTA,MN,550332299
36,45.0945,-93.0118,,AD GRAPHICS,55038DGRPH2300M,2300 MAIN ST,HUGO,ANOKA,MN,55038
37,45.083,-93.0014,LOAD MASTER LUBRICANTS,LOAD MASTER LUBRICANTS,55038NRLKS13615,13615 FENWAY BLVD CT N,HUGO,WASHINGTON,MN,55038
41,44.2613,-92.153,FEDERAL MOGUL CORP,FEDERAL-MOGUL POWERTRAIN SYSTEMS,55041JPTRN520N8,520 N 8TH ST,LAKE CITY,WABASHA,MN,55041
42,44.2451,-92.2005,,LAND O'LAKES,55041LNDLKRR1XX,RR 1,LAKE CITY,WABASHA,MN,55041
43,44.26,-92.15,,VALLEY CRAFT INC,55041VLLYC2001S,2001 S HWY 61,LAKE CITY,WABASHA,MN,550419555
45,44.3805,-93.1341,,UNIVAR USA INC LAKEVILLE,55044CHMCN21675,21675 HAMBURG AVE,LAKEVILLE,DAKOTA,MN,550449197
46,44.3755,-93.0846,,CROWN CORK and SEAL CO INC,55044CRWNC84152,8415 220TH ST W,LAKEVILLE,DAKOTA,MN,55044
49,44.38,-93.133,,HITCHCOCK INDUSTRIES INC LAKEVILLE OPERATIONS,55044HTCHC21850,21850 GRANADA AVE,LAKEVILLE,DAKOTA,MN,55044
50,44.38,-93.14,,ROTADYNE ROLL GROUP,55044MDMRC77852,7785 - 218TH ST,LAKEVILLE,DAKOTA,MN,55044
51,44.3705,-93.0702,,MENASHA CORP,55044MNSHC80852,8085 220TH ST,LAKEVILLE,DAKOTA,MN,55044
53,44.2837,-93.2458,,TELAMCO INC,55046TLMCN636IN,636 INDUSTRIAL DR SE,LONSDALE,RICE,MN,55046
57,45.531,-93.1618,,BWHC/BLUEWATER,55051BLWTR811EM,811 E MAPLE AVE,MORA,KANABEC,MN,550511224
58,45.531,-93.1618,,FORRESTER BOX CO INC,55051FRRST124NW,124 N WALNUT,MORA,KANABEC,MN,55051
59,45.525,-93.1635,,ENGINEERED POLYMERS CORP,55051SHLLR1020E,1020 E MAPLE AVE,MORA,KANABEC,MN,55051
61,45.3235,-92.5745,,CHINOOK GROUP INC,55056CHNKGCORD3,41420 FOREST BLVD AT CITY RD 415,NORTH BRANCH,CHISAGO,MN,55056
63,45.3104,-93.0209,,PRODUCT FABRICATORS INC,55056PRDCTINDUS,"302 1ST AVE, INDUSTRIAL PARK",NORTH BRANCH,CHISAGO,MN,55056
64,44.2622,-93.1109,,FMC FOODTECH INC,55057FRGSC1700C,1700 CANNON RD PO BOX 98,NORTHFIELD,RICE,MN,55057
66,44.2715,-93.1,POST HOLDINGS INC,MOM BRANDS,55057MLTML701WF,701 W FIFTH ST,NORTHFIELD,RICE,MN,55057
67,44.2807,-93.0924,FLEXTRONICS INTERNATIONAL USA,MULTEK FLEXIBLE CIRCUITS INC,55057SHLDHHIGHW,1150 SHELDAHL RD,NORTHFIELD,DAKOTA,MN,55057
71,44.0325,-93.1345,CATERPILLAR INC,CATERPILLAR FOREST PRODUCTS,55060BLNTNCOUNT,3249 CO RD 45 S,OWATONNA,STEELE,MN,55060
72,44.05,-93.1345,CROWN HOLDINGS INC,CROWN FOOD PACKAGING,55060CRWNC2929W,2929 W BRIDGE ST,OWATONNA,STEELE,MN,55060
76,44.0353,-93.1316,VISANT CORP,JOSTENS INC - SOUTHTOWN,55060JSTNS1900H,1900 HARTLE AVE,OWATONNA,STEELE,MN,55060
77,44.0522,-93.1523,,LAND O'LAKES FARMLAND FEED,55060LNDLK80024,800 24TH AVE NW,OWATONNA,STEELE,MN,55060
78,47.4859,-94.1426,AAF MCQUAY GROUP INC,DAIKIN APPLIED OWATONNA MN,55060MCQYN10012,1001 21ST AVE NW,OWATONNA,STEELE,MN,55060
79,44.0703,-93.1503,,MUSTANG MFG CO INC,55060MSTNGCOUNT,1605 COUNTY RD 45 N,OWATONNA,STEELE,MN,55060
80,44.0518,-93.152,,NATIONAL COMPUTER SYSTEMS INC,55060NTNLC21254,2125 4TH ST NW,OWATONNA,STEELE,MN,55060
81,44.0727,-93.1538,,SLIDELL INC,55060SLDLL2355L,2355 LEMOND RD,OWATONNA,STEELE,MN,55060
82,44.0539,-93.1418,,BOSCH AUTOMOTIVE SERVICE SOLUTIONS LLC,55060SPXCR655EI,655 EISENHOWER DR,OWATONNA,STEELE,MN,55060
83,44.0531,-93.1519,,LEE HOLDINGS,55060SPXSR23PAR,2300 PARK DR,OWATONNA,STEELE,MN,55060
84,44.05,-93.1445,,TRUTH HARDWARE PAINT PLANT,55060TCPNT20524,205 24TH AVE SW,OWATONNA,STEELE,MN,55060
85,44.051,-93.1437,TYMAN PLC,TRUTH HARDWARE CORP-OWATONNA,55060TRTHH700WB,700 W BRIDGE ST,OWATONNA,STEELE,MN,55060
86,44.0528,-93.1503,,VIRACON INC,55060VRCNN800PA,800 PARK DR,OWATONNA,STEELE,MN,55060
87,44.052,-93.1449,,WENGER CORP,55060WNGRC555PA,555 PARK DR,OWATONNA,STEELE,MN,55060
88,45.49,-92.58,,3M CO PINE CITY PLANT,55063MCMPN4002N,400 2ND ST,PINE CITY,PINE,MN,550630089
90,44.343,-92.363,,CARLISLE POWER TRANSMISSION PRODUCTS,55066DRKTW4079P,4079 PEPIN AVE,RED WING,GOODHUE,MN,55066
91,44.34,-92.311,ARCHER DANIELS MIDLAND CO,ADM CO,55066RCHRD118MA,118 MAIN ST,RED WING,GOODHUE,MN,55066
92,44.3404,-92.3157,,RED WING SHOE CO INC PLANT 1,55066RDWNG129MA,129 MAIN ST,RED WING,GOODHUE,MN,55066
93,44.3423,-92.3523,RED WING SHOE CO,RED WING SHOE PLANT 2,55066RDWNG135CA,135 CANNON RIVER DR,RED WING,GOODHUE,MN,55066
94,44.341,-92.3149,,RIVERA CABINETS,55066RVRCB3680V,3860 VERMILLION ST,RED WING,GOODHUE,MN,55066
95,44.3246,-92.3409,RED WING SHOE CO,S B FOOT TANNING CO,55066SBFTTBENCH,805 BENCH ST,RED WING,GOODHUE,MN,55066
96,44.3252,-92.2921,USG CORP,USG INTERIORS LLC,55066SGNTR27384,27384 HIGHWAY 61 BLVD,RED WING,GOODHUE,MN,55066
97,44.4553,-93.015,,CONTINENTAL NITROGEN and RESOURCES CORP,55068CNTNN12995,12955 COURTHOUSE BLVD,ROSEMOUNT,DAKOTA,MN,550682613
98,44.42,-93.032,,DOLE EXPLOSIVES INC,55068DLXPL15325,"15325 BABCOCK, AVE",ROSEMOUNT,DAKOTA,MN,55068
99,44.4549,-93.013,DX HOLDING CO,DPC INDUSTRIES INC,55068DPCND12800,12800 PINE BEND TRAIL,ROSEMOUNT,DAKOTA,MN,55068
100,44.4321,-93.0115,,RAYFO INC,55068RYFNC41801,4180 160TH ST E,ROSEMOUNT,DAKOTA,MN,55068
101,44.4525,-93.0036,,SPECTRO ALLOYS CORP,55068SPCTL13220,13220 DOYLE PATH,ROSEMOUNT,DAKOTA,MN,55068
102,44.4326,-93.0211,,WASTEQUIP INC (DBA RAYFO),55068WSTQP15629,15629 CLAYTON AVE E,ROSEMOUNT,DAKOTA,MN,55068
103,45.3246,-92.5838,ZINPRO CORP,ZINPRO CORP,55069LNDLK404EA,6375 415TH ST,NORTH BRANCH,CHISAGO,MN,55056
104,45.041,-92.581,,PLASTECH CORP,55069PLSTC920SF,920 S FRANDSEN AVE,RUSH CITY,CHISAGO,MN,55069
110,45.24,-93.29,ORBITAL ATK INC,ALLIANT TECHSYSTEMS PROVING GROUND,55070LLNTT23100,23100 SUGAR B US H RD NW,SAINT FRANCIS,ANOKA,MN,55070
111,44.5053,-93.0029,ANDEAVOR,ST PAUL PARK REFINING CO LLC,55071SHLND100WT,301 ST PAUL PARK RD,SAINT PAUL PARK,WASHINGTON,MN,55071
112,45.1524,-92.4812,,NICKELSON PLASTICS,55073NCKLS21279,21279 OLINDA TRAIL N,SCANDIA,WASHINGTON,MN,55073
115,44.523,-93.0,,DAKOTA PREMIUM FOODS,55075DKTPR425SC,425 CONCORD ST,SOUTH SAINT PAUL,DAKOTA,MN,550752450
117,44.4659,-93.0206,,UNION CARBIDE INDUSTRIAL GASES INC,55075NNCRBHWY55,HWY 55 and 117TH ST,INVER GROVE HEIGHTS,DAKOTA,MN,55075
118,44.5233,-93.0132,,TWIN CITY TANNING CO LLP,55075TWNCT501MA,501 MALDEN ST,SOUTH SAINT PAUL,DAKOTA,MN,55075
119,44.5301,-93.0128,SANIMAX USA LLC,SANIMAX USA LLC,55075VNHVN505HA,545 HARDMAN AVE SOUTH,SOUTH SAINT PAUL,DAKOTA,MN,55075
120,44.5345,-93.0145,,WATEROUS CO INC,55075WTRSC300JO,125 HARDMAN AVE S,SOUTH SAINT PAUL,DAKOTA,MN,55075
121,44.5126,-93.0218,,LOFTON LABEL INC,55076LFTNL6290C,6290 CLAUDEWAY E,INVER GROVE HEIGHTS,DAKOTA,MN,55076
122,44.4653,-93.0143,LAND O LAKES INC,LAND O'LAKES PURINA FEED LLC - INVER GROVE HEIGHTS,55076LNDLK37631,3763 117TH ST E,INVER GROVE HEIGHTS,DAKOTA,MN,55077
127,45.3944,-93.2419,,LAND O'LAKES INC DALBO,55080LNDLKHWY47,HWY 47,DALBO,ISANTI,MN,55080
128,45.0228,-92.491,,3M CO STILLWATER,55082PRSSN1987I,1987 INDUSTRIAL BLVD,STILLWATER,WASHINGTON,MN,55082
129,45.193,-93.0005,,DIVERSIFIED PRODUCTS INC,55092DVRSF25900,25900 FALLBROOK AVE,WYOMING,CHISAGO,MN,55092
130,45.2,-93.0,,SUNRISE FIBERGLASS CORP,55092SNRSF26467,26467 FALLBROOK AVE S,WYOMING,CHISAGO,MN,55092
131,45.1931,-93.0006,,SUNRISE FIBERGLASS LLC,55092SNRSF51752,5175 260TH ST,WYOMING,CHISAGO,MN,55092
132,44.5702,-93.0514,,BUCKBEE-MEARS ST PAUL,55101BCKBM245E6,245 6TH ST E,SAINT PAUL,RAMSEY,MN,551011918
133,44.5806,-93.0512,,ADVANCE CORP,55101DVNCC327EY,327 E YORK AVE,SAINT PAUL,RAMSEY,MN,55101
134,44.5803,-93.0501,,OLIVE STREET SCREEN PRINTING,55101LVSTR606OL,606 OLIVE ST,SAINT PAUL,RAMSEY,MN,55101
135,44.5625,-93.0503,,DIAL CORP,55101THDLC149SO,149 S ROBERT ST,SAINT PAUL,RAMSEY,MN,55101
136,44.5719,-93.0607,,DIAMOND PRODUCTS CO,55101THGLL5THAT,310 E FIFTH ST,SAINT PAUL,RAMSEY,MN,55101
137,44.58,-93.0502,UNIVAR USA INC,UNIVAR USA INC-ST PAUL,55101VNWTR845TE,845 TERRACE CT,SAINT PAUL,RAMSEY,MN,55130
138,44.56,-93.063,,EXCEL ENERGY HIGH BRIDGE GENERATING PLANT,55102HGHBR501SH,501 SHEPARD RD,SAINT PAUL,RAMSEY,MN,55102
139,45.533,-93.0705,,MBC HOLDING CO,55102JCBSC882W7,882 W 7TH ST,SAINT PAUL,RAMSEY,MN,55102
141,44.5631,-93.0602,,TAMOR CORP,55102NCHRH224RY,224 RYAN AVE,SAINT PAUL,RAMSEY,MN,551020830
142,44.553,-93.063,TPG CAPITAL,"NEXEO SOLUTIONS, LLC",55102SHLND395JA,395 JAMES AVE.,ST. PAUL,RAMSEY,MN,55102
143,44.582,-93.0845,,GNB INC,55103GNBNC1025N,1025 N LEXINGTON PKY,SAINT PAUL,RAMSEY,MN,55103
146,44.5658,-93.1004,,CO-OPERATIVE PLATING CO,55104CPRTV1605I,1605 IGLEHART AVE,SAINT PAUL,RAMSEY,MN,55104
147,44.573,-93.251,,DELUXE BUSINESS SYSTEMS,55104DLXCR530NW,530 N WHEELER ST,SAINT PAUL,RAMSEY,MN,55104
148,44.5732,-93.1036,HARCROS CHEMICALS INC,HARCROS CHEMICALS INC,55104HRCRS584NF,584 N FAIRVIEW AVE,SAINT PAUL,RAMSEY,MN,55104
149,45.3617,-93.1744,,HUOT MANUFACTURING CO,55104HTMFG550NW,550 NORTH WHEELER AVE,SAINT PAUL,RAMSEY,MN,55104
150,44.5656,-93.0909,,LOES ENTERPRISES INC,55104LSNTR1457I,1457 IGLEHART AVE,SAINT PAUL,RAMSEY,MN,55104
151,44.5739,-93.1039,,MCGILL JENSEN INC,55104MCGLL655FA,655 FAIRVIEW AVE N,SAINT PAUL,RAMSEY,MN,55104
152,44.5645,-93.132,,SILGAN CONTAINERS MANUFACTURIN G CORP,55104MRCNN755NO,755 N PRIOR AVE,SAINT PAUL,RAMSEY,MN,55104
153,44.5805,-93.1055,PLATING INC,PLATING INC,55104PLTNG888NO,888 PRIOR AVE N,SAINT PAUL,RAMSEY,MN,55104
154,44.5716,-93.0909,,RAYVEN INC,55104RYVNN431NG,431 N GRIGGS ST,SAINT PAUL,RAMSEY,MN,55104
155,44.5752,-93.073,,SPARTAN MFG CO INC,55104SPRTN630PI,630 PIERCE BUTLER RTE,SAINT PAUL,RAMSEY,MN,55104
156,44.5745,-93.0825,,ST PAUL BRASS FOUNDRY CO,55104STPLB954WE,954 W MINNEHAHA AVE,SAINT PAUL,RAMSEY,MN,55104
158,44.4856,-92.5656,,ADVANCE CORP,55106DVNCC358PR,8200 97TH ST S,COTTAGE GROVE,WASHINGTON,MN,55016
159,44.5815,-93.023,,ADVANCE CORP,55106DVNCC958PR,958 PROSPERITY AVE,SAINT PAUL,RAMSEY,MN,55106
160,44.5801,-93.0311,,GLOBE BUILDING MATERIALS INC,55106GLBBL1120E,1120 E 7TH ST,SAINT PAUL,RAMSEY,MN,55106
161,44.5627,-93.0304,KOCH INDUSTRIES INC,FLINT HILLS RESOURCES PINE BEND LLC ST PAUL,55106KCHMT2209C,2209 CHILDS RD,SAINT PAUL,RAMSEY,MN,55106
162,44.5719,-93.0607,,NOBLES MANUFACTURING INC,55106NBLSN645E7,645 E 7TH ST,SAINT PAUL,RAMSEY,MN,551065093
163,44.5802,-93.0345,NORTHERN IRON OF ST PAUL LLC,NORTHERN IRON and MACHINE,55106NRTHR867FO,867 FOREST ST,SAINT PAUL,RAMSEY,MN,55106
164,44.5526,-93.0242,,PM AG PRODS INC,55106PMGPR2225C,2225 CHILDS RD,SAINT PAUL,RAMSEY,MN,551066796
165,45.575,-93.0415,,STROH BREWERY CO,55106THSTR707EM,707 E MINNEHAHA,SAINT PAUL,RAMSEY,MN,55106
166,44.5631,-93.0306,HAWKINS INC,HAWKINS TERMINAL I,55106VLTXC1125C,1125 CHILDS RD,SAINT PAUL,RAMSEY,MN,551066072
167,44.563,-93.0429,,BROWN and BIGELOW INC,55107BRWNB345PL,345 PLATO BLVD E,SAINT PAUL,RAMSEY,MN,55107
168,44.56,-93.0448,,SEACOLE - CandH,55107CHCHM222ST,222 STARKEY ST,SAINT PAUL,RAMSEY,MN,55107
169,45.0215,-93.0423,,MOLEX COPPER FLEX PRODUCTS,55107CNTRY155EA,155 EATON ST,SAINT PAUL,RAMSEY,MN,55107
170,44.5614,-93.0529,,AUTOMATIC PRODUCTS INTERNATIONAL LTD,55107GRSSG75WES,75 W PLATO BLVD,SAINT PAUL,RAMSEY,MN,55107
171,44.5604,-93.0549,,J and L WIRE CLOTH CO INC,55107JLWRC268WA,268 W WATER ST,SAINT PAUL,RAMSEY,MN,55107
172,44.5614,-93.0555,,AMERICRAFT CARTON INC,55107KPLNP403FI,403 FILLMORE AVE E,SAINT PAUL,RAMSEY,MN,55107
173,44.5605,-93.0546,,MODINE N CENTRAL INC,55107MDNNR252WE,252 W WATER ST,SAINT PAUL,RAMSEY,MN,55107
174,44.5613,-93.051,BALL CORP,REXAM BEVERAGE CAN CO,55107MRCNN139EV,139 EVA ST,SAINT PAUL,RAMSEY,MN,55107
175,44.5625,-93.053,,3M CO,55107MXXXX42WES,42 W WATER ST,SAINT PAUL,RAMSEY,MN,55107
176,44.5608,-93.0436,,VIKING DRILL and TOOL INC,55107VKNGD355ST,355 STATE ST,SAINT PAUL,RAMSEY,MN,55107
178,44.5836,-93.1036,,GENERAL FOAM OF MINNESOTA INC,55108GNRLF1800C,1800 COMO AVE,SAINT PAUL,RAMSEY,MN,55108
179,44.5829,-93.1159,,H B FULLER CO,55108HBFLL2400E,2400 ENERGY PARK DR,SAINT PAUL,RAMSEY,MN,55108
180,44.1501,-93.0903,,LITHO SPECIALTIES INC,55108LTHSP1280E,1280 ENERGY PARK DR,SAINT PAUL,RAMSEY,MN,55108
181,44.584,-93.1217,,IVC NORTH INC (DBA TI KROMATIC INDUSTRIAL),55108TKRMT2492D,2492 DOSWELL AVE,SAINT PAUL,RAMSEY,MN,55108
182,44.5813,-94.0907,,ETA SYS INC MFG,55108TSYST1200E,1200 ENERGY PARK DR,SAINT PAUL,RAMSEY,MN,55108
183,44.583,-93.113,BRENNTAG NA INC,BRENNTAG GREAT LAKES LLC,55108WRMCH2130E,2130 ENERGY PARK DR,SAINT PAUL,RAMSEY,MN,55108
184,45.01,-93.01,,HYDROSTREAM BOATS,55109HYDRS2059W,2059 WHITEBEAR AVE,MAPLEWOOD,RAMSEY,MN,55109
185,45.0208,-93.013,,PROLIANCE INTERNATIONAL INC.,55109MDNNR2055W,2055 WHITE BEAR AVE SUITE B,MAPLEWOOD,RAMSEY,MN,551093706
187,45.0032,-93.5958,,GE SECURITY,55109NTRCT2266S,2266 SECOND ST N,SAINT PAUL,RAMSEY,MN,55109
190,45.0411,-93.0311,,ACCU-TRONICS MANUFACTURING INC,55110CCTRN4255W,4255 WHITE BEAR PKWY SUITE 2100,WHITE BEAR LAKE,RAMSEY,MN,55110
191,45.0431,-93.0245,,CONTAINER GRAPHICS CORP,55110CNTNR4841W,4841 WHITE BEAR PKWY,WHITE BEAR LAKE,RAMSEY,MN,55110
192,45.0349,-93.0254,,CORTEC CORP,55110CRTCC4119W,4119 WHITE BEAR PKWY,WHITE BEAR LAKE,RAMSEY,MN,55110
193,45.0817,-93.0008,,DYNA GLASS INC,55110DYNGL5100N,5100 N 130TH ST,WHITE BEAR LAKE,RAMSEY,MN,551105935
195,45.0246,-93.0319,HB FULLER CO,HB FULLER PILOT FACILITY,55110HBFLL3450L,3450 LABORE RD,VADNAIS HEIGHTS,RAMSEY,MN,55110
196,45.0,-93.0206,,3M CO OPTICAL RECORDING DEPT,55110MPTCL1185W,1185 WOLTERS BLVD,VADNAIS HEIGHTS,RAMSEY,MN,55110
197,45.0309,-93.0152,,NORDIC PAK INC,55110NRDCP4390M,4390 MCMENEMY ST,VADNAIS HEIGHTS,RAMSEY,MN,55110
198,45.025,-93.0302,IP CORP,INTERPLASTIC CORP,55110NTRPL1219W,1219 WILLOW LAKE BLVD,VADNAIS HEIGHTS,RAMSEY,MN,55110
199,45.041,-93.0137,UNIVERSAL FOREST PRODUCTS INC,UFP WHITE BEAR LAKE LLC,55110QLTYW4141H,4141 HOFFMAN RD,WHITE BEAR LAKE,RAMSEY,MN,55110
200,45.012,-93.023,SAPUTO CHEESE USA INC,SAPUTO DAIRY FOODS USA,55110RHLRM4041H,4041 HWY 61 N,WHITE BEAR LAKE,RAMSEY,MN,55110
201,45.0505,-93.0035,,ASPEN RESEARCH CORPORATION,55110SPNRS1812B,1700 BUERKLE RD,WHITE BEAR LAKE,RAMSEY,MN,55110
202,45.0504,-93.03,INGERSOLL-RAND CO,TRANE US INC,55110TRNXX4833W,4833 WHITE BEAR PKWY,SAINT PAUL,RAMSEY,MN,55110
203,45.083,-93.1012,,WILSON TOOL INTL INC,55110WLSNT12912,12912 FARNHAM AVE,WHITE BEAR LAKE,WASHINGTON,MN,551105997
205,44.5245,-93.1314,,NORTHWEST AIRLINES INC,55111NRTHW5101N,DEPT. C-9025 7500 AIRLINE DR,MINNEAPOLIS,HENNEPIN,MN,554501101
206,45.043,-93.1118,,BELL LUMBER and POLE CO,55112BLLLM7781S,778 1ST ST NW,NEW BRIGHTON,RAMSEY,MN,55112
207,45.0255,-93.114,,BASIC INDUSTRIES,55112BSCND1275O,1275 OLD HWY 8,NEW BRIGHTON,RAMSEY,MN,55112
209,45.0357,-93.092,BOSTON SCIENTIFIC CORP,BOSTON SCIENTIFIC-CRM,55112CRDCP4100H,4100 HAMLINE AVE N,SAINT PAUL,RAMSEY,MN,55112
210,45.0517,-93.1038,,US ARMY TCAAP ALLIANT AMMUNITION SYSTEMS CO LLC,55112HNYWLTWINC,TCAAP - BUILDING 104,ARDEN HILLS,RAMSEY,MN,55112
211,45.0423,-93.1108,,"DARLING and CO, KEM MILLING CO DIV",55112KMMLL61914,619 14TH ST NE,NEW BRIGHTON,RAMSEY,MN,55112
212,45.0326,-93.115,,MICOM CORP,55112MCMCR4758T,475 OLD HWY 8 NW,NEW BRIGHTON,RAMSEY,MN,55112
213,45.0512,-93.112,,E/M CORP,55112MCRPX2172O,2172 OLD HWY 8,NEW BRIGHTON,RAMSEY,MN,551121802
214,45.0421,-93.1059,,"CELESTICA, INC.",55112MNFCT4300W,4300 W ROUND LAKE RD,ARDEN HILLS,RAMSEY,MN,55112
215,45.0301,-93.0923,,INTERNATIONAL PAPER CO,55112NTRNT1300R,1300 RED FOX RD,NEW BRIGHTON,RAMSEY,MN,55112
216,45.0315,-93.092,,PHARMACIA DELTEC INC,55112PHRMC1265G,1265 GREY FOX RD,SAINT PAUL,RAMSEY,MN,55112
218,45.0505,-93.101,,US ARMY TWIN CITIES ARMY AMMUNITION PLANT,55112SRMYT4700H,4700 HIGHWAY 10,SAINT PAUL,RAMSEY,MN,55112
219,45.0316,-93.1114,,MACGILLIS and GIBBS CO,55112THMCG440FI,440 5TH AVE NW,NEW BRIGHTON,RAMSEY,MN,55112
220,45.0218,-93.1127,,TREND SCIENTIFIC INC,55112TRNDS368WC,368 W COUNTY RD D,NEW BRIGHTON,RAMSEY,MN,55112
221,45.0259,-93.1109,,TRAN ELECTRONICS CORP,55112TRNLC822ND,82 2ND AVE SE,NEW BRIGHTON,RAMSEY,MN,55112
222,45.06,-94.11,,TWIN CITIES ARMY AMMUNITION PLANT FEDERAL CARTRIDGE CO,55112TWNCTUSHWY,US HWY 10 and HWY 96,ARDEN HILLS,RAMSEY,MN,55112
223,45.0401,-93.1108,,AQSEPTENCE GROUP INC,55112WHLBR1950O,1950 OLD HWY 8,NEW BRIGHTON,RAMSEY,MN,55112
224,45.0259,-93.1129,,WOLKERSTORFER CO INC,55112WLKRS348FI,348 1ST ST SW,NEW BRIGHTON,RAMSEY,MN,55112
225,45.0041,-93.1204,,DELUXE BUSINESS SYS,55113DLXBS2341S,2341 ST CROIX ST,SAINT PAUL,RAMSEY,MN,55113
226,45.012,-93.1035,,HONEYWELL ELECTRONIC MATERIALS INC,55113DVNCC1633T,1633 TERRACE DR,ROSEVILLE,RAMSEY,MN,55113
227,45.0115,-93.111,LUBRICATION TECHNOLOGIES INC,LUBRICATION TECHNOLOGIES INC,55113LBRCT2420W,2420 W COUNTY RD C,ROSEVILLE,RAMSEY,MN,55113
228,45.001,-93.1137,,TESORO REFINING and MARKETING ROSEVILLE TERMINAL,55113MCLC02288W,2288 W COUNTY RD C,SAINT PAUL,RAMSEY,MN,55113
229,45.0118,-93.1155,,BRENNTAG GREAT LAKES LLC,55113MLSLV2340R,2340 ROSE PL,ROSEVILLE,RAMSEY,MN,55113
230,45.0042,-93.1222,,UNICIRCUIT ROSEVILLE,55113MLTLY2520T,2520 TERMINAL RD,ROSEVILLE,RAMSEY,MN,55113
231,45.0109,-93.0625,,WM LAMPTRACKER INC,55113MRCRY2007W,2007 W COUNTY RD C-2,ROSEVILLE,RAMSEY,MN,55113
